timestamp_ms,packets_received,duplicate_rate,sequence_gaps,scenario
1766499187390,38,0.0,0,loss2
1766499189392,74,0.0,3,loss2
1766499191393,111,0.0,5,loss2
1766499193395,149,0.0,6,loss2
1766499195396,188,0.0,6,loss2
1766499197397,227,0.0,6,loss2
1766499199398,265,0.0,7,loss2
1766499201399,304,0.0,7,loss2
1766499203411,342,0.0,8,loss2
1766499205416,380,0.0,9,loss2
1766499207536,419,0.0,10,loss2
1766499209537,456,0.0,12,loss2
1766499211539,493,0.0,13,loss2
1766499213540,531,0.0,14,loss2
1766499215542,570,0.0,14,loss2
1766499215852,609,0.0,14,loss2
1766499217853,647,0.0,15,loss2
1766499219855,685,0.0,16,loss2
1766499221856,723,0.0,17,loss2
1766499223857,758,0.0,18,loss2
1766499225858,796,0.0,19,loss2
1766499227861,835,0.0,19,loss2
1766499229862,874,0.0,19,loss2
1766499231866,910,0.0,21,loss2
1766499233898,948,0.0,23,loss2
1766499235913,987,0.0,23,loss2
1766499237946,1026,0.0,23,loss2
1766499239964,1064,0.0,24,loss2
1766499241987,1104,0.0,24,loss2
1766499244004,1143,0.0,24,loss2
1766499246015,1182,0.0,24,loss2
